fe,mn,se,zn,k,mg,na,ptn,lip,w3,w6,taxon_tfmed_AA,taxon_tfmed_AP1,taxon_tfmed_AP2,taxon_tfmed_BC,taxon_tfmed_CC1,taxon_tfmed_CC2,taxon_tfmed_CD,taxon_tfmed_CE,taxon_tfmed_CP1,taxon_tfmed_CP2,taxon_tfmed_CY,taxon_tfmed_DL,taxon_tfmed_EQ,taxon_tfmed_MA,taxon_tfmed_OH,taxon_tfmed_OV,taxon_tfmed_PA,taxon_tfmed_PD,taxon_tfmed_PE,taxon_tfmed_PQ,taxon_tfmed_PS,taxon_tfmed_PU,taxon_tfmed_SC,taxon_tfmed_SR,taxon_tfmed_SS,taxon_tfmed_ST,taxon_tfmed_TP1,taxon_tfmed_TP2,taxon_tfmed_TT,genus_agouti,genus_alces,genus_anas,genus_branta,genus_caiman,genus_capreolus,genus_cervus,genus_chelonoidis,genus_columba,genus_cuniculus,genus_dasyprocta,genus_equus,genus_manzama,genus_mazama,genus_odocoileus,genus_pecari,genus_peltocephalus,genus_phacochoerus,genus_podocnemis,genus_scolopax,genus_streptopelia,genus_sus,genus_syncerus,genus_tayassu,genus_turdus,classificacao_ave,classificacao_mamifero,classificacao_reptil,pais_coleta_Africa do Sul,pais_coleta_Alemanha,pais_coleta_Brasil,pais_coleta_Canadá,pais_coleta_EUA,pais_coleta_Espanha,pais_coleta_Estados Unidos da América,pais_coleta_Italia,pais_coleta_Itália,pais_coleta_Letónia ,pais_coleta_Nova Zelândia,pais_coleta_Peru,pais_coleta_Polônia,pais_coleta_África do Sul,pais_coleta_África do sul,partes_tfmed_Musculo,partes_tfmed_Visceras
0.00258,9.111822355373374e-05,0.0,0.000299,0.27136280294473936,0.018385642857142857,0.11166666666666665,23.828666666666667,2.2466666666666666,0.0,0.5610285897135836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.00235,9.111664309947686e-05,0.0,0.00016,0.27136350345479154,0.018385642857142857,0.11166666666666665,23.152666666666665,2.2466666666666666,0.0,0.561020748667566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0045113711382317075,0.00010563566274845884,1.4856270458608249e-05,0.0016835833333333332,0.21044648510010017,0.01815742857142857,0.11166666666666665,21.84,1.74,0.05089725397480108,0.3893013875226623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.004747040511529202,0.0001497963476171454,0.0,0.0014013491666666669,0.2528669259740738,0.017085999999999997,0.08080616666666667,24.78,3.63,0.0369495472568743,1.161347658661065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.005554453554279141,0.00016510082064794614,7.425555301747541e-06,0.0011066824999999998,0.2372913779172549,0.01815742857142857,0.11166666666666665,23.61,3.54,0.036356391785969666,1.117674882445464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.013843183371739756,0.000567,2.45e-05,0.0031261666666666664,0.07692931041686651,0.01815742857142857,0.09185133333333333,22.205333333333332,1.9733333333333334,0.0,1.4469808720566002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.013843183340059764,0.00056,3.43e-05,0.0031261666666666664,0.07692930943154022,0.01815742857142857,0.09185133333333333,22.205333333333332,1.9733333333333334,0.0,1.4469808668349222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.013843183040150843,0.000518,3.43e-05,0.0031261666666666664,0.07692930789323779,0.01815742857142857,0.09185133333333333,22.205333333333332,1.9733333333333334,0.0,1.4469808233539914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.013843182825829197,0.00049,2.66e-05,0.0031261666666666664,0.07692930744044338,0.01815742857142857,0.09185133333333333,22.366,1.9733333333333334,0.0,1.4469807927755205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.018227,0.000387,9.8e-05,0.003569,0.24924,0.018805,0.086821,23.70866666666667,1.36,0.1008323592025079,1.398370176394568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
